CAS,Tc,Pc,Vc,Zc,SMILES,Chemical,omega,Tc_error,Pc_error,Vc_error,ID,name,Tt,Pt,Tb,MW,Reference,Tm,Hfs,Hfl,Hfg,S0s,S0l,S0g,Hsub,Hfus,Hvap,AntoineTmin,AntoineTmax,AntoineA,AntoineB,AntoineC
107-98-2,579.8,4113000.0,0.0002799,0.2388081872055466,COCC(C)O,1-Methoxy-2-propanol,0.448,,,,,,,,,,,,,,,,,,,,,,,,,
108-03-2,606.0,3999997.0,0.000283,0.2246670029655717,[N+](=O)([O-])CCC,1-Nitropropane,0.3533,,,,,,,,,,,,,,,,,,,,,,,,,
108-05-4,519.13,4185000.0,0.000265,0.2569395884484796,C(C)(=O)OC=C,Vinyl acetate,0.3767,,,,,,,,,,,,,,,,,,,,,,,,,
108-08-7,519.8,2739828.0,0.000418,0.2649897779459347,CC(C)CC(C)C,"2,4-Dimethylpentane",0.306,,,,,,,,,,,,,,,,,,,,,,,,,
108-10-1,571.0,3272797.0,0.000371,0.2557541471566921,CC(CC(C)=O)C,4-Methyl-2-pentanone,0.4,,,,,,,,,,,,,,,,,,,,,,,,,
108-11-2,574.4,3649727.0,0.00038,0.2903991632836853,CC(CC(C)O)C,4-Methyl-2-pentanol,0.5723,,,,,,,,,,,,,,,,,,,,,,,,,
108-18-9,525.0,3029617.0,0.000385,0.2672113924094842,C(C)(C)NC(C)C,Diisopropylamine,0.3333,,,,,,,,,,,,,,,,,,,,,,,,,
108-20-3,500.0,2877630.0,0.000386,0.267188688196115,C(C)(C)OC(C)C,Diisopropyl ether,0.34,,,,,,,,,,,,,,,,,,,,,,,,,
108-21-4,535.0,3374122.0,0.000343,0.2601758215056546,C(C)(C)OC(C)=O,Acetic acid isopropyl ester,0.36,,,,,,,,,,,,,,,,,,,,,,,,,
108-24-7,606.0,4000000.0,0.00029,0.2302243099827759,C(C)(=O)OC(C)=O,Acetic anhydride,0.4419,,,,,,,,,,,,,,,,,,,,,,,,,
108-31-6,726.0,6484800.0,0.000235,0.2524606191123297,C1(\C=C/C(=O)O1)=O,Maleic anhydride,0.3897,,,,,,,,,,,,,,,,,,,,,,,,,
108-32-7,762.7,4140000.0,0.00025,0.1632121246482515,C1(OCC(C)O1)=O,Propylene carbonate,0.4107,,,,,,,,,,,,,,,,,,,,,,,,,
108-38-3,617.0,3546375.0,0.000376,0.2599280523356685,C1(=CC(=CC=C1)C)C,m-Xylene,0.331,,,,,,,,,,,,,,,,,,,,,,,,,
108-39-4,705.8,4559625.0,0.00031,0.2408657118548085,CC=1C=C(C=CC1)O,3-Methylphenol,0.464,,,,,,,,,,,,,,,,,,,,,,,,,
108-42-9,753.0,5005455.0,0.000337,0.2694289762640117,ClC=1C=C(N)C=CC1,m-Chloroaniline,0.4071,,,,,,,,,,,,,,,,,,,,,,,,,
108-44-1,709.0,4154325.0,0.000343,0.2417208812658186,CC=1C=C(N)C=CC1,m-Methylaniline,0.4078,,,,,,,,,,,,,,,,,,,,,,,,,
108-45-2,815.0,4799765.0,0.000322,0.2280783447177071,C1(=CC(=CC=C1)N)N,m-Phenylenediamine,0.558,,,,,,,,,,,,,,,,,,,,,,,,,
108-46-3,810.0,6750272.0,0.000292,0.292674523828074,OC1=CC(=CC=C1)O,"1,3-Dihydroxybenzene",0.6413,,,,,,,,,,,,,,,,,,,,,,,,,
108-47-4,647.0,3951675.0,0.000372,0.2732660590482361,CC1=NC=CC(=C1)C,"2,4-Dimethylpyridine",0.3488,,,,,,,,,,,,,,,,,,,,,,,,,
108-48-5,623.8,3901013.0,0.0003827,0.2878434188348643,CC1=NC(=CC=C1)C,"2,6-Dimethylpyridine",0.3559,,,,,,,,,,,,,,,,,,,,,,,,,
108-65-6,597.6,3009353.0,0.0004319,0.261584233446431,C(C)(=O)OC(COC)C,Propylene glycol monomethyl ether acetate,0.4849,,,,,,,,,,,,,,,,,,,,,,,,,
108-67-8,637.3,3130942.0,0.000433,0.2558496429870785,CC1=CC(=CC(=C1)C)C,"1,3,5-Trimethylbenzene",0.3796,,,,,,,,,,,,,,,,,,,,,,,,,
108-68-9,715.6,3647700.0,0.000387,0.2372605655287578,CC=1C=C(C=C(C1)C)O,"3,5-Dimethylphenol",0.4976,,,,,,,,,,,,,,,,,,,,,,,,,
108-75-8,645.0,3201870.0,0.000427,0.2549398173692386,CC1=NC(=CC(=C1)C)C,"2,4,6-Trimethylpyridine",0.4099,,,,,,,,,,,,,,,,,,,,,,,,,
108-86-1,670.0,4519095.0,0.000324,0.2628376003776504,BrC1=CC=CC=C1,Bromobenzene,0.249,,,,,,,,,,,,,,,,,,,,,,,,,
108-87-2,572.1,3479501.0,0.000369,0.269921326146581,CC1CCCCC1,Methylcyclohexane,0.2477,,,,,,,,,,,,,,,,,,,,,,,,,
108-88-3,591.7,4113795.0,0.000316,0.2642372094793057,CC1=CC=CC=C1,Toluene,0.257,,,,,,,,,,,,,,,,,,,,,,,,,
108-89-4,646.0,4458300.0,0.000325,0.2697652138672914,CC1=CC=NC=C1,4-Methylpyridine,0.27,,,,,,,,,,,,,,,,,,,,,,,,,
108-90-7,632.4,4519095.0,0.000308,0.2647135311196029,ClC1=CC=CC=C1,Chlorobenzene,0.249,,,,,,,,,,,,,,,,,,,,,,,,,
108-93-0,650.0,4260000.0,0.000327,0.257756609264028,C1(CCCCC1)O,Cyclohexanol,0.3695,,,,,,,,,,,,,,,,,,,,,,,,,
108-94-1,665.5,3850350.0,0.000312,0.2171063660683594,C1(CCCCC1)=O,Cyclohexanone,0.1837,,,,,,,,,,,,,,,,,,,,,,,,,
108-95-2,694.2,6130163.0,0.000229,0.2432140784277214,C1(=CC=CC=C1)O,Phenol,0.44,,,,,,,,,,,,,,,,,,,,,,,,,
108-98-5,685.0,4600155.0,0.000317,0.2560395002999535,C1(=CC=CC=C1)S,Benzenethiol,0.284,,,,,,,,,,,,,,,,,,,,,,,,,
108-99-6,645.0,4650818.0,0.000288,0.2497629025049753,CC=1C=NC=CC1,3-Methylpyridine,0.296,,,,,,,,,,,,,,,,,,,,,,,,,
109-05-7,598.0,3799688.0,0.00034,0.2598313114110018,CC1NCCCC1,2-Methylpiperidine,0.2669,,,,,,,,,,,,,,,,,,,,,,,,,
109-06-8,621.0,4600155.0,0.000335,0.2984636783621198,CC1=NC=CC=C1,2-Methylpyridine,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
109-08-0,634.4,5005455.0,0.0003187,0.3024323648678133,CC1=NC=CN=C1,2-Methyl pyrazine,0.2749,,,,,,,,,,,,,,,,,,,,,,,,,
109-21-7,612.1,2310210.0,0.000506,0.2296917579736768,C(CCC)OC(CCC)=O,1-Butanoic acid butyl ester,0.4852,,,,,,,,,,,,,,,,,,,,,,,,,
109-52-4,639.9,3629461.0,0.00034,0.2319395209906975,C(CCCC)(=O)O,Pentanoic acid,0.616,,,,,,,,,,,,,,,,,,,,,,,,,
109-60-4,549.4,3333593.0,0.000345,0.2517728119731733,C(CC)OC(C)=O,Acetic acid propyl ester,0.392,,,,,,,,,,,,,,,,,,,,,,,,,
109-65-9,571.1,4629539.0,0.000327,0.3188152995299107,C(CCC)Br,Butyl bromide,0.3471,,,,,,,,,,,,,,,,,,,,,,,,,
109-66-0,469.7,3369056.0,0.000304,0.2622569874703241,CCCCC,Pentane,0.251,,,,,,,,,,,,,,,,,,,,,,,,,
109-67-1,464.7,3526110.0,0.0003,0.2737853801418377,C=CCCC,1-Pentene,0.245,,,,,,,,,,,,,,,,,,,,,,,,,
109-69-3,542.0,3688230.0,0.000312,0.2553519145908502,C(CCC)Cl,Butyl chloride,0.218,,,,,,,,,,,,,,,,,,,,,,,,,
109-73-9,524.0,4154325.0,0.000288,0.2746170419704339,C(CCC)N,Butylamine,0.396,,,,,,,,,,,,,,,,,,,,,,,,,
109-74-0,585.4,3819953.0,0.000285,0.2236742430591391,C(CCC)#N,Butanenitrile,0.3325,,,,,,,,,,,,,,,,,,,,,,,,,
109-75-1,585.0,3951675.0,0.000265,0.2152965359531078,C(C=C)C#N,Allylcyanide,0.3596,,,,,,,,,,,,,,,,,,,,,,,,,
109-79-5,570.1,4002338.0,0.0003244,0.27391094217569,C(CCC)S,n-Butylmercaptan,0.2734,,,,,,,,,,,,,,,,,,,,,,,,,
109-83-1,630.0,5300000.0,0.0002554,0.2584175638618013,CNCCO,2-N-Monomethylaminoethanol,0.6022,,,,,,,,,,,,,,,,,,,,,,,,,
109-86-4,597.6,5285000.0,0.000263,0.2797408990184274,COCCO,2-Methoxyethanol,0.4411,,,,,,,,,,,,,,,,,,,,,,,,,
109-87-5,490.9,3957755.0,0.0002132,0.2067325632476041,COCOC,Dimethoxymethane,0.2222,,,,,,,,,,,,,,,,,,,,,,,,,
109-89-7,496.6,3708495.0,0.000301,0.2703480822021072,C(C)NCC,"N,N-Diethylamine",0.3031,,,,,,,,,,,,,,,,,,,,,,,,,
109-92-2,475.37,4075000.0,0.00026,0.268061846914547,C(=C)OCC,Ethyl vinyl ether,0.2868,,,,,,,,,,,,,,,,,,,,,,,,,
109-94-4,508.4,4742010.0,0.000229,0.2568965198012983,C(C)OC=O,Formic acid ethyl ester,0.283,,,,,,,,,,,,,,,,,,,,,,,,,
109-97-7,625.15,5490000.0,0.000214,0.2260308390714182,N1C=CC=C1,Pyrrole,0.3255,,,,,,,,,,,,,,,,,,,,,,,,,
109-99-9,540.2,5187840.0,0.000224,0.2587294270681372,O1CCCC1,Tetrahydrofuran,0.217,,,,,,,,,,,,,,,,,,,,,,,,,
110-00-9,487.03,5323000.0,0.000218,0.2865649438526372,O1C=CC=C1,Furan,0.2167,,,,,,,,,,,,,,,,,,,,,,,,,
110-01-0,632.0,5167575.0,0.0002648,0.2604075106346605,S1CCCC1,Tetrahydrothiophene,0.1988,,,,,,,,,,,,,,,,,,,,,,,,,
110-02-1,579.4,5694465.0,0.000219,0.2588715755274155,S1C=CC=C1,Thiophene,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
110-19-0,561.0,3010000.0,0.000414,0.2671589884366178,C(C(C)C)OC(C)=O,Acetic acid isobutyl ester,0.4302,,,,,,,,,,,,,,,,,,,,,,,,,
110-42-9,681.0,1889711.0,0.000671,0.2239425474989974,COC(CCCCCCCCC)=O,Decanoic acid methyl ester,0.603,,,,,,,,,,,,,,,,,,,,,,,,,
110-43-0,611.5,2989088.0,0.000434,0.2551512992386575,CC(CCCCC)=O,2-Heptanone,0.425,,,,,,,,,,,,,,,,,,,,,,,,,
110-45-2,577.0,3130942.0,0.0003875,0.2528929550066652,C(CC(C)C)OC=O,Formic acid isopentyl ester,0.4024,,,,,,,,,,,,,,,,,,,,,,,,,
110-54-3,507.4,3014419.0,0.00037,0.2643751886475157,CCCCCC,Hexane,0.2975,,,,,,,,,,,,,,,,,,,,,,,,,
110-56-5,646.7,3694309.0,0.00035,0.2404718343744214,ClCCCCCl,"1,4-Dichlorobutane",0.3064,,,,,,,,,,,,,,,,,,,,,,,,,
110-58-7,555.0,3576772.0,0.000346,0.268188522512153,NCCCCC,1-Aminopentane,0.407,,,,,,,,,,,,,,,,,,,,,,,,,
110-59-8,603.0,3259625.0,0.000331,0.2152009264118313,C(CCCC)#N,Valeronitrile,0.4152,,,,,,,,,,,,,,,,,,,,,,,,,
110-61-2,770.0,3540295.0,0.0003,0.1658959547516835,C(#N)CCC#N,"1,2-Dicyanoethane",0.5949,,,,,,,,,,,,,,,,,,,,,,,,,
110-62-3,566.1,3971940.0,0.0003132,0.2642999572419158,C(CCCC)=O,Valeraldehyde,0.3304,,,,,,,,,,,,,,,,,,,,,,,,,
110-63-4,727.0,6222000.0,0.000297,0.3057157828659214,C(CCCO)O,"1,4-Butanediol",0.714,,,,,,,,,,,,,,,,,,,,,,,,,
110-65-6,691.67,5860638.0,0.00026,0.2649629316311996,C(C#CCO)O,"2-Butyne-1,4-diol",1.1282,,,,,,,,,,,,,,,,,,,,,,,,,
110-68-9,539.0,3323460.0,0.000346,0.2565922911637165,CNCCCC,Methyl butyl amine,0.347,,,,,,,,,,,,,,,,,,,,,,,,,
110-71-4,542.7,3960000.0,0.000271,0.2378320997561301,COCCOC,"1,2-Dimethoxyethane",0.3074,,,,,,,,,,,,,,,,,,,,,,,,,
110-74-7,538.0,4063132.0,0.000285,0.2588745344414434,C(CC)OC=O,Formic acid propyl ester,0.315,,,,,,,,,,,,,,,,,,,,,,,,,
110-80-5,569.65,4199921.0,0.000295,0.2615898270002691,C(C)OCCO,2-Ethoxyethanol,0.6745,,,,,,,,,,,,,,,,,,,,,,,,,
110-81-6,642.0,3499999.0,0.00037,0.2426053820553876,C(C)SSCC,Diethyl disulfide,0.3086,,,,,,,,,,,,,,,,,,,,,,,,,
110-82-7,553.8,4080358.0,0.000308,0.2729366449112453,C1CCCCC1,Cyclohexane,0.213,,,,,,,,,,,,,,,,,,,,,,,,,
110-83-8,560.4,4905600.0,0.000292,0.3074274713599184,C1=CCCCC1,Cyclohexene,0.2741,,,,,,,,,,,,,,,,,,,,,,,,,
110-85-0,661.0,5800000.0,0.000267,0.2817757473814909,N1CCNCC1,Piperazine,0.3127,,,,,,,,,,,,,,,,,,,,,,,,,
110-86-1,620.0,5633670.0,0.000254,0.2775870784550368,N1=CC=CC=C1,Pyridine,0.24,,,,,,,,,,,,,,,,,,,,,,,,,
110-87-2,561.7,4559625.0,0.000268,0.2616527546358071,O1CCCC=C1,"2,3-Dihydro-4H-pyran",0.2392,,,,,,,,,,,,,,,,,,,,,,,,,
110-89-4,594.0,4762275.0,0.000289,0.2786709403326723,N1CCCCC1,Piperidine,0.2561,,,,,,,,,,,,,,,,,,,,,,,,,
110-91-8,618.0,5471550.0,0.000253,0.2694066014097233,N1CCOCC1,Morpholine,0.37,,,,,,,,,,,,,,,,,,,,,,,,,
111-01-3,795.9,509665.0,0.001645,0.1266945761716796,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,Squalane,1.2135,,,,,,,,,,,,,,,,,,,,,,,,,
111-11-5,644.0,2249415.0,0.000561,0.2356743921891945,COC(CCCCCCC)=O,Octanoic acid methyl ester,0.5378,,,,,,,,,,,,,,,,,,,,,,,,,
111-13-7,629.0,2624318.0,0.000497,0.2493951580314552,CC(CCCCCC)=O,2-Octanone,0.479,,,,,,,,,,,,,,,,,,,,,,,,,
111-14-8,679.0,2877630.0,0.000466,0.2375291473658107,C(CCCCCC)(=O)O,Heptanoic acid,0.7297,,,,,,,,,,,,,,,,,,,,,,,,,
111-15-9,607.3,3161340.0,0.0004435,0.2776689796740609,CCOCCOC(C)=O,"1,2-Ethanediol-monoacetate-monoethyl ether",0.5443,,,,,,,,,,,,,,,,,,,,,,,,,
111-27-3,610.0,3419719.0,0.000381,0.2568924714576552,C(CCCCC)O,1-Hexanol,0.56,,,,,,,,,,,,,,,,,,,,,,,,,
111-31-9,622.0,3020002.0,0.000426,0.2487667084913415,C(CCCCC)S,Hexylmercaptan,0.3646,,,,,,,,,,,,,,,,,,,,,,,,,
111-34-2,540.5,3200000.0,0.0003806,0.2710122232259702,C(=C)OCCCC,Butyl vinyl ether,0.342,,,,,,,,,,,,,,,,,,,,,,,,,
111-40-0,709.0,4300000.0,0.0003611,0.2633998502757292,NCCNCCN,Diethylenetriamine,0.4537,,,,,,,,,,,,,,,,,,,,,,,,,
111-41-1,739.2,4650000.0,0.000335,0.2534554397562317,NCCNCCO,N-(2-Aminoethyl)ethanolamine,0.4634,,,,,,,,,,,,,,,,,,,,,,,,,
111-42-2,715.0,3269758.0,0.000333,0.1831553536525473,OCCNCCO,"2,2'-Diethanolamine",1.0463,,,,,,,,,,,,,,,,,,,,,,,,,
111-43-3,530.6,3029617.0,0.000391,0.2685116020425633,C(CC)OCCC,Di-n-propyl ether,0.3585,,,,,,,,,,,,,,,,,,,,,,,,,
111-46-6,753.0,4770381.0,0.000316,0.2407747762462942,C(COCCO)O,Diethylene glycol,0.5799,,,,,,,,,,,,,,,,,,,,,,,,,
111-49-9,624.0,4269835.0,0.00031,0.2551255840370128,C1CCCNCC1,Hexamethylene imine,0.3205,,,,,,,,,,,,,,,,,,,,,,,,,
111-61-5,781.54,1198100.0,0.001167,0.21516841890242,C(C)OC(CCCCCCCCCCCCCCCCC)=O,Octadecanoic acid ethyl ester,0.9408,,,,,,,,,,,,,,,,,,,,,,,,,
111-65-9,568.8,2494622.0,0.000492,0.2595231345598567,CCCCCCCC,Octane,0.394,,,,,,,,,,,,,,,,,,,,,,,,,
111-66-0,566.6,2624317.0,0.000464,0.2584779609768073,C=CCCCCCC,1-Octene,0.386,,,,,,,,,,,,,,,,,,,,,,,,,
111-69-3,781.0,2830007.0,0.000406,0.1769409376581618,C(#N)CCCCC#N,"1,4-Dicyanobutane",0.5576,,,,,,,,,,,,,,,,,,,,,,,,,
111-70-6,633.0,3039750.0,0.000435,0.2512402570140443,C(CCCCCC)O,1-Heptanol,0.56,,,,,,,,,,,,,,,,,,,,,,,,,
111-71-7,614.0,3232267.0,0.000434,0.2747858730783859,C(CCCCCC)=O,Heptanal,0.4258,,,,,,,,,,,,,,,,,,,,,,,,,
111-76-2,633.9,3269758.0,0.0004236,0.262794714175423,C(CCC)OCCO,2-Butoxyethanol,0.5114,,,,,,,,,,,,,,,,,,,,,,,,,
111-77-3,672.0,3670000.0,0.000371,0.2436893310350067,COCCOCCO,Diethylene glycol monomethyl ether,0.5141,,,,,,,,,,,,,,,,,,,,,,,,,
111-82-0,712.0,1631333.0,0.000781,0.2152184388223637,COC(CCCCCCCCCCC)=O,Dodecanoic acid methyl ester,0.6737,,,,,,,,,,,,,,,,,,,,,,,,,
111-84-2,594.7,2279813.0,0.0005552,0.2559862036327742,CCCCCCCCC,Nonane,0.444,,,,,,,,,,,,,,,,,,,,,,,,,
111-85-3,646.3,2521979.0,0.000526,0.2468646294991573,ClCCCCCCCC,1-Chlorooctane,0.4392,,,,,,,,,,,,,,,,,,,,,,,,,
111-86-4,641.0,2617000.0,0.000517,0.2538645450497704,C(CCCCCCC)N,1-Octanamine,0.4509,,,,,,,,,,,,,,,,,,,,,,,,,
111-87-5,652.5,2860405.0,0.00049,0.2583502626907809,C(CCCCCCC)O,1-Octanol,0.5963,,,,,,,,,,,,,,,,,,,,,,,,,
111-88-6,667.3,2500002.0,0.000505,0.2275497822816128,C(CCCCCCC)S,Octylmercaptan,0.4466,,,,,,,,,,,,,,,,,,,,,,,,,
111-90-0,670.0,3167000.0,0.000426,0.2421857994433634,C(C)OCCOCCO,Diethylene glycol ethyl ether,0.4795,,,,,,,,,,,,,,,,,,,,,,,,,
111-92-2,607.5,3110000.0,0.000517,0.3183247925967867,C(CCC)NCCCC,Dibutylamine,0.5782,,,,,,,,,,,,,,,,,,,,,,,,,
112-05-0,712.0,2350740.0,0.000594,0.2358722574726458,C(CCCCCCCC)(=O)O,Nonanoic acid,0.7603,,,,,,,,,,,,,,,,,,,,,,,,,
112-07-2,640.2,2695245.0,0.0005487,0.2778326967498991,C(C)(=O)OCCOCCCC,2-Butoxyethyl acetate,0.6015,,,,,,,,,,,,,,,,,,,,,,,,,
112-14-1,661.0,1985970.0,0.0006538,0.2362555151463232,C(C)(=O)OCCCCCCCC,Octyl acetate,0.537,,,,,,,,,,,,,,,,,,,,,,,,,
112-15-2,663.0,2730000.0,0.000546,0.2704005535137053,C(C)(=O)OCCOCCOCC,Diethylene glycol monoethyl ether acetate,0.7404,,,,,,,,,,,,,,,,,,,,,,,,,
112-27-6,797.0,3300155.0,0.000441,0.2196243155715284,C(COCCOCCO)O,Triethylene glycol,0.5842,,,,,,,,,,,,,,,,,,,,,,,,,
112-30-1,684.4,2314263.0,0.0006,0.244016827467777,C(CCCCCCCCC)O,1-Decanol,0.6919,,,,,,,,,,,,,,,,,,,,,,,,,
112-31-2,674.2,2604053.0,0.000599,0.2782618756936806,C(=O)CCCCCCCCC,Capraldehyde,0.552,,,,,,,,,,,,,,,,,,,,,,,,,
112-34-5,692.3,2789477.0,0.000536,0.2597520943468869,C(CCC)OCCOCCO,Diethylene glycol monobutyl ether,0.6471,,,,,,,,,,,,,,,,,,,,,,,,,
112-39-0,765.0,1276695.0,0.001002,0.2011218516992362,COC(CCCCCCCCCCCCCCC)=O,Hexadecanoic acid methyl ester,0.8037,,,,,,,,,,,,,,,,,,,,,,,,,
112-40-3,658.8,1809665.0,0.000713,0.2355591297813077,CCCCCCCCCCCC,Dodecane,0.562,,,,,,,,,,,,,,,,,,,,,,,,,
112-41-4,657.0,1854247.0,0.000681,0.2311613075308058,C=CCCCCCCCCCC,1-Dodecene,0.5192,,,,,,,,,,,,,,,,,,,,,,,,,
112-42-5,702.0,2198753.0,0.000718,0.270476533694433,C(CCCCCCCCCC)O,1-Undecanol,0.6724,,,,,,,,,,,,,,,,,,,,,,,,,
112-52-7,714.9,1852221.0,0.000746,0.2324620959158993,ClCCCCCCCCCCCC,1-Chlorododecane,0.621,,,,,,,,,,,,,,,,,,,,,,,,,
112-53-8,717.0,1994000.0,0.000718,0.2401575572326786,C(CCCCCCCCCCC)O,1-Dodecanol,0.7202,,,,,,,,,,,,,,,,,,,,,,,,,
112-60-7,800.0,3199843.0,0.000571,0.2746885813478206,C(COCCOCCOCCO)O,Tetraethylene glycol,0.8143,,,,,,,,,,,,,,,,,,,,,,,,,
112-61-8,788.0,1165238.0,0.001112,0.1977693671461255,COC(CCCCCCCCCCCCCCCCC)=O,Octadecanoic acid methyl ester,0.8645,,,,,,,,,,,,,,,,,,,,,,,,,
112-62-9,774.09,1278300.0,0.001092,0.2168851340084737,C(CCCCCCC\C=C/CCCCCCCC)(=O)OC,Methyl oleate,0.9388,,,,,,,,,,,,,,,,,,,,,,,,,
112-70-9,732.0,1790413.0,0.000771,0.2268100709768108,C(CCCCCCCCCCCC)O,n-Tridecanol,0.6942,,,,,,,,,,,,,,,,,,,,,,,,,
112-72-1,743.0,1669836.0,0.000826,0.2232702549377304,C(CCCCCCCCCCCCC)O,1-Tetradecanol,0.781,,,,,,,,,,,,,,,,,,,,,,,,,
112-88-9,739.0,1134840.0,0.001012,0.186911715763799,C=CCCCCCCCCCCCCCCCC,1-Octadecene,0.837,,,,,,,,,,,,,,,,,,,,,,,,,
112-92-5,790.0,1279735.0,0.001047,0.2039883913516346,C(CCCCCCCCCCCCCCCCC)O,1-Octadecanol,0.8661,,,,,,,,,,,,,,,,,,,,,,,,,
112-95-8,767.0,1070000.0,0.001156,0.1939599496733359,CCCCCCCCCCCCCCCCCCCC,Eicosane,0.8805,,,,,,,,,,,,,,,,,,,,,,,,,
115-07-1,365.0,4620420.0,0.000181,0.2755706625705718,C=CC,Propylene,0.148,,,,,,,,,,,,,,,,,,,,,,,,,
115-10-6,400.0,5370225.0,0.000164,0.2648147392223226,COC,Dimethyl ether,0.2033,,,,,,,,,,,,,,,,,,,,,,,,,
115-11-7,417.9,4002338.0,0.000239,0.2752992999472161,CC(C)=C,Isobutylene,0.19,,,,,,,,,,,,,,,,,,,,,,,,,
115-25-3,388.37,2776305.0,0.0003248,0.2792565290022598,FC1(F)C(F)(F)C(F)(F)C1(F)F,Perfluorocyclobutane [R318],0.3505,,,,,,,,,,,,,,,,,,,,,,,,,
116-14-3,306.5,3940002.0,0.000172,0.2659256474357087,FC(=C(F)F)F,Tetrafluoroethylene,0.223,,,,,,,,,,,,,,,,,,,,,,,,,
119-36-8,709.0,4090000.0,0.000412,0.2858512553390646,COC(C=1C(O)=CC=CC1)=O,Salicylic acid methyl ester,0.5789,,,,,,,,,,,,,,,,,,,,,,,,,
119-64-2,719.2,3515978.0,0.0004081,0.2399544895237856,C1CCCC2=CC=CC=C12,"1,2,3,4-Tetrahydronaphthalene",0.3207,,,,,,,,,,,,,,,,,,,,,,,,,
119-65-3,803.0,4600155.0,0.000442,0.3045404634270418,C1=NC=CC2=CC=CC=C12,Isoquinoline,0.2564,,,,,,,,,,,,,,,,,,,,,,,,,
120-12-7,873.1,3404520.0,0.000554,0.2598169505867531,C1=CC=CC2=CC3=CC=CC=C3C=C12,Anthracene,0.5159,,,,,,,,,,,,,,,,,,,,,,,,,
120-51-4,825.0,2533125.0,0.000694,0.256287814668022,C(C1=CC=CC=C1)(=O)OCC1=CC=CC=C1,Benzyl benzoate,0.547,,,,,,,,,,,,,,,,,,,,,,,,,
120-61-6,763.15,2749960.0,0.00053,0.2296984966269361,C(C1=CC=C(C(=O)OC)C=C1)(=O)OC,Dimethyl terephthalate,0.6516,,,,,,,,,,,,,,,,,,,,,,,,,
120-72-9,790.7,4275915.0,0.000369,0.2399990406318694,N1C=CC2=CC=CC=C12,Indole,0.3464,,,,,,,,,,,,,,,,,,,,,,,,,
120-80-9,770.0,6494932.0,0.000292,0.2962323949413635,OC1=C(C=CC=C1)O,"1,2-Dihydroxybenzene",0.5145,,,,,,,,,,,,,,,,,,,,,,,,,
120-92-3,626.0,4600000.0,0.000268,0.2368558455218413,C1(CCCC1)=O,Cyclopentanone,0.273,,,,,,,,,,,,,,,,,,,,,,,,,
121-44-8,535.0,3039750.0,0.00039,0.2665106123066156,C(C)N(CC)CC,Triethylamine,0.329,,,,,,,,,,,,,,,,,,,,,,,,,
121-69-7,687.0,3627435.0,0.0004,0.2540204659181432,CN(C1=CC=CC=C1)C,"N,N-Dimethylaniline",0.4049,,,,,,,,,,,,,,,,,,,,,,,,,
122-39-4,931.15,8140000.0,0.00052,0.5467312725391728,C1(=CC=CC=C1)NC1=CC=CC=C1,Diphenylamine,0.3047,,,,,,,,,,,,,,,,,,,,,,,,,
122-60-1,720.0,2950000.0,0.000324,0.1596615513192188,O(C1=CC=CC=C1)CC1OC1,2-Phenoxymethyloxirane,0.5939,,,,,,,,,,,,,,,,,,,,,,,,,
122-79-2,685.7,3590000.0,0.000397,0.2499865372284445,C1(=CC=CC=C1)OC(C)=O,Acetic acid phenyl ester,0.4335,,,,,,,,,,,,,,,,,,,,,,,,,
123-01-3,779.1,1570538.0,0.00098,0.2376003823196136,C1(=CC=CC=C1)CCCCCCCCCCCC,1-Phenyldodecane,0.7278,,,,,,,,,,,,,,,,,,,,,,,,,
123-02-4,784.0,1499995.0,0.00104,0.2393166434316408,C1(=CC=CC=C1)CCCCCCCCCCCCC,1-Phenyltridecane,0.8055,,,,,,,,,,,,,,,,,,,,,,,,,
123-05-7,607.0,2580748.0,0.000473,0.2418710355735483,C(C)C(C=O)CCCC,2-Ethylhexanaldehyde,0.5195,,,,,,,,,,,,,,,,,,,,,,,,,
123-07-9,716.4,4053000.0,0.0004,0.2721741233881455,C(C)C1=CC=C(C=C1)O,4-Ethylphenol,0.4892,,,,,,,,,,,,,,,,,,,,,,,,,
123-19-3,604.0,3019485.0,0.000431,0.2591427260222285,CCCC(CCC)=O,4-Heptanone,0.441,,,,,,,,,,,,,,,,,,,,,,,,,
123-31-9,820.0,6749967.0,0.000292,0.2890922595668291,OC1=CC=C(C=C1)O,"1,4-Dihydroxybenzene",0.6598,,,,,,,,,,,,,,,,,,,,,,,,,
123-38-6,509.1,5268900.0,0.0002063,0.2567922437031564,C(CC)=O,Propanal,0.2449,,,,,,,,,,,,,,,,,,,,,,,,,
123-39-7,725.0,7500076.0,0.00018,0.2239576891496512,CNC=O,N-Methylformamide,0.492,,,,,,,,,,,,,,,,,,,,,,,,,
123-42-2,606.0,3600077.0,0.000374,0.2672246904831796,CC(CC(C)(O)C)=O,Diacetone alcohol,0.7565,,,,,,,,,,,,,,,,,,,,,,,,,
123-51-3,579.5,3850350.0,0.000329,0.2629108332641106,CC(CCO)C,3-Methyl-1-butanol,0.58,,,,,,,,,,,,,,,,,,,,,,,,,
