CAS,Tc,Pc,Vc,Zc,SMILES,Chemical,omega,Tc_error,Pc_error,Vc_error,ID,name,Tt,Pt,Tb,MW,Reference,Tm,Hfs,Hfl,Hfg,S0s,S0l,S0g,Hsub,Hfus,Hvap,AntoineTmin,AntoineTmax,AntoineA,AntoineB,AntoineC
7732-18-5,647.13,22055000.0,5.595e-05,0.229340858755809,O,water,0.3449,,,,,,,,,,,,,,,,,,,,,,,,,
7735-42-4,820.77,1523000.0,0.0009635,0.2150284691806768,C(CCC(CCCCCCCCCCCC)O)O,"1,4-hexadecanediol",1.232,,,,,,,,,,,,,,,,,,,,,,,,,
7735-43-5,873.91,1146000.0,0.0011935,0.1882375002941305,C(CCCCCCCCCCCCCCCCCCCO)O,"1,20-eicosanediol",0.993,,,,,,,,,,,,,,,,,,,,,,,,,
7756-94-7,656.77,1872000.0,0.0006948,0.2381870591456069,C[C](C)C,"isobutene, trimer",0.548,,,,,,,,,,,,,,,,,,,,,,,,,
7758-02-3,3520.0,11552000.0,0.000314,0.1239395684864833,[Br-].[K+],potassium bromide,0.596,,,,,,,,,,,,,,,,,,,,,,,,,
7758-89-6,2435.0,23679000.0,0.00025651,0.3000091548965078,[Cu]Cl,cuprous chloride,1.664,,,,,,,,,,,,,,,,,,,,,,,,,
7758-94-3,2010.0,8720000.0,0.0003025,0.1578380189709964,[Fe](Cl)Cl,ferrous chloride,0.5271,,,,,,,,,,,,,,,,,,,,,,,,,
7758-95-4,1998.62,16481000.0,0.0003025,0.3000160744645797,[Pb](Cl)Cl,lead chloride,0.507,,,,,,,,,,,,,,,,,,,,,,,,,
7763-13-5,1209.07,167000.0,0.0057452,0.0954412222699888,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,N-hexanonacontane,,,,,,,,,,,,,,,,,,,,,,,,,,
7766-48-5,640.23,3552000.0,0.0003845,0.2565659954476873,ICCCC=C,5-iodo-1-pentene,0.296,,,,,,,,,,,,,,,,,,,,,,,,,
7766-50-9,699.36,2157000.0,0.0006935,0.2572537038508572,BrCCCCCCCCCC=C,11-bromo-1-undecene,0.621,,,,,,,,,,,,,,,,,,,,,,,,,
7766-51-0,619.52,3996000.0,0.0003285,0.2548421950084192,ICCC=C,4-iodo-1-butene,0.252,,,,,,,,,,,,,,,,,,,,,,,,,
7772-99-8,1459.53,12035000.0,0.0003025,0.3000020776305457,[Sn](Cl)Cl,stannous chloride,0.414,,,,,,,,,,,,,,,,,,,,,,,,,
7773-01-5,2382.98,19650000.0,0.0003025,0.30000835609965,[Cl-].[Mn+2].[Cl-],manganese (II) chloride,0.56,,,,,,,,,,,,,,,,,,,,,,,,,
7774-29-0,1072.0,10000000.0,0.00026892,0.3017130757284504,[Hg](I)I,mercuric iodide,0.189,,,,,,,,,,,,,,,,,,,,,,,,,
7778-87-2,637.0,2200000.0,0.0006,0.2492299978907352,C(CCCCCC)(=O)OCCC,propyl heptanoate,0.579,,,,,,,,,,,,,,,,,,,,,,,,,
7779-80-8,652.0,2047000.0,0.0006587,0.2487274545181281,C(CCCCCC)(=O)OCC(C)C,isobutyl heptanoate,0.639,,,,,,,,,,,,,,,,,,,,,,,,,
7782-39-0,38.35,1664000.0,6.026e-05,0.314472661255579,[2H][2H],deuterium,-0.1449,,,,,,,,,,,,,,,,,,,,,,,,,
7782-40-3,6810.0,223000000.0,1.88e-05,0.0740425581910608,[C],diamond,0.3268,,,,,,,,,,,,,,,,,,,,,,,,,
7782-41-4,144.12,5172000.0,6.654e-05,0.2871989674819341,[F],fluorine,0.053,,,,,,,,,,,,,,,,,,,,,,,,,
7782-42-5,6810.0,223000000.0,1.88e-05,0.0740425581910608,[C],graphite,0.3268,,,,,,,,,,,,,,,,,,,,,,,,,
7782-44-7,154.58,5043000.0,7.34e-05,0.2880033504183354,[O],oxygen,0.0222,,,,,,,,,,,,,,,,,,,,,,,,,
7782-49-2,1766.0,27200000.0,6.23e-05,0.1154069773279738,[Se],selenium (vitreous),0.227,,,,,,,,,,,,,,,,,,,,,,,,,
7782-50-5,417.15,7711000.0,0.00012375,0.2751246339557461,[Cl],chlorine,0.069,,,,,,,,,,,,,,,,,,,,,,,,,
7782-65-2,312.2,4950000.0,0.000147,0.28032088131595,[GeH4],germane,0.1506,,,,,,,,,,,,,,,,,,,,,,,,,
7783-06-4,373.53,8963000.0,9.85e-05,0.2842692960335807,S,hydrogen sulfide,0.0942,,,,,,,,,,,,,,,,,,,,,,,,,
7783-07-5,411.15,8920000.0,0.00012,0.3131205857661047,[SeH2],hydrogen selenide,0.0542,,,,,,,,,,,,,,,,,,,,,,,,,
7783-09-7,438.04,7193000.0,0.00013873,0.2739885987166733,[TeH2],hydrogen telluride,0.289,,,,,,,,,,,,,,,,,,,,,,,,,
7783-26-8,525.15,3370000.0,0.00035494,0.2739474681237278,[SiH3][SiH2][SiH3],trisilane,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
7783-29-1,599.3,2968000.0,0.00046001,0.2740013525383459,[SiH3][SiH2][SiH2][SiH3],tetrasilane,0.037,,,,,,,,,,,,,,,,,,,,,,,,,
7783-41-7,215.0,4950000.0,9.76e-05,0.2702603728755433,[F+][O-],fluorine oxide,0.075,,,,,,,,,,,,,,,,,,,,,,,,,
7783-42-8,371.25,5928000.0,0.00014265,0.2739550582542663,S(=O)(F)F,thionyl fluoride,0.218,,,,,,,,,,,,,,,,,,,,,,,,,
7783-43-9,635.5,9670000.0,0.00014315,0.2619799690442509,O(F)F.[Se],selenium oxyfluoride,,,,,,,,,,,,,,,,,,,,,,,,,,
7783-44-0,338.24,7100000.0,0.00010377,0.2619817354770699,FOOF,difluorine dioxide,,,,,,,,,,,,,,,,,,,,,,,,,,
7783-46-2,2550.73,21033000.0,0.0003025,0.3000046081683012,[Pb](F)F,lead fluoride,0.58,,,,,,,,,,,,,,,,,,,,,,,,,
7783-47-3,1835.05,25018000.0,0.00015977,0.2619785513116164,[Sn](F)F,tin (II) fluoride,,,,,,,,,,,,,,,,,,,,,,,,,,
7783-49-5,2882.98,23773000.0,0.0003025,0.3000084966494026,[F-].[Zn+2].[F-],zinc fluoride,0.616,,,,,,,,,,,,,,,,,,,,,,,,,
7783-54-2,234.0,4461000.0,0.00011875,0.2722800358190816,N(F)(F)F,nitrogen trifluoride,0.12,,,,,,,,,,,,,,,,,,,,,,,,,
7783-55-3,271.2,4330000.0,0.00013873,0.2664001176964788,P(F)(F)F,phosphorus (III) fluoride,,,,,,,,,,,,,,,,,,,,,,,,,,
7783-58-6,365.04,4775000.0,0.00016652,0.2619781900125681,[Ge](F)(F)(F)F,germanium (IV) fluoride,,,,,,,,,,,,,,,,,,,,,,,,,,
7783-60-0,364.0,5222000.0,0.00015877,0.2739490151992245,S(F)(F)(F)F,sulfur tetrafluoride,0.307,,,,,,,,,,,,,,,,,,,,,,,,,
7783-61-1,259.0,3720000.0,0.000202,0.3489477161131508,[Si](F)(F)(F)F,silicon tetrafluoride,0.3858,,,,,,,,,,,,,,,,,,,,,,,,,
7783-62-2,1539.6,17198000.0,0.000195,0.2619814059462435,[Sn](F)(F)(F)F,tin (IV) fluoride,,,,,,,,,,,,,,,,,,,,,,,,,,
7783-64-4,1553.38,22535000.0,0.00015015,0.2619817293651957,[F-].[Zr+4].[F-].[F-].[F-],zirconium (IV) fluoride,,,,,,,,,,,,,,,,,,,,,,,,,,
7783-66-6,594.33,7252000.0,0.00017852,0.2619888664593634,I(F)(F)(F)(F)F,iodine pentafluoride,,,,,,,,,,,,,,,,,,,,,,,,,,
7783-68-8,737.0,6280000.0,0.000155,0.1588508960632151,[F-].[Nb+5].[F-].[F-].[F-].[F-],niobium (V) fluoride,0.241,,,,,,,,,,,,,,,,,,,,,,,,,
7783-70-2,653.38,,,,[Sb](F)(F)(F)(F)F,antimony (V) fluoride,,,,,,,,,,,,,,,,,,,,,,,,,,
7783-71-3,787.96,,,,[F-].[Ta+5].[F-].[F-].[F-].[F-],tantalum (V) fluoride,,,,,,,,,,,,,,,,,,,,,,,,,,
7783-72-4,499.01,,,,[F-].[V+5].[F-].[F-].[F-].[F-],vanadium (V) fluoride,,,,,,,,,,,,,,,,,,,,,,,,,,
7783-77-9,473.0,4750000.0,0.000226,0.2729648480726562,[Mo](F)(F)(F)F,molybdenum fluoride,0.189,,,,,,,,,,,,,,,,,,,,,,,,,
7783-79-1,345.5,4475000.0,0.00018774,0.2924607681978385,[Se](F)(F)(F)(F)(F)F,selenium hexafluoride,0.133,,,,,,,,,,,,,,,,,,,,,,,,,
7783-80-4,356.0,3447000.0,0.00025123,0.292569196325008,[Te](F)(F)(F)(F)(F)F,tellurium hexafluoride,0.057,,,,,,,,,,,,,,,,,,,,,,,,,
7783-82-6,444.0,4340000.0,0.000233,0.2739229974466338,[W](F)(F)(F)F,tungsten fluoride,0.163,,,,,,,,,,,,,,,,,,,,,,,,,
7783-90-6,2992.1,10028000.0,0.00074426,0.3000051532114527,[Ag]Cl,silver (I) chloride,0.36,,,,,,,,,,,,,,,,,,,,,,,,,
7783-96-2,2897.64,9712000.0,0.00074426,0.3000231310954198,[Ag]I,silver (I) iodide,0.351,,,,,,,,,,,,,,,,,,,,,,,,,
7784-18-1,2948.13,9881000.0,0.00074426,0.3000162391713611,[F-].[Al+3].[F-].[F-],aluminum fluoride,0.356,,,,,,,,,,,,,,,,,,,,,,,,,
7784-23-8,983.0,3595000.0,0.000408,0.1794615254145156,[Al](I)(I)I,aluminum iodide,0.349,,,,,,,,,,,,,,,,,,,,,,,,,
7784-33-0,789.01,6640000.0,0.00027069,0.2739829887358373,[As](Br)(Br)Br,arsenic (III) bromide,0.298,,,,,,,,,,,,,,,,,,,,,,,,,
7784-34-1,654.0,5912000.0,0.000252,0.2739826316195325,[As](Cl)(Cl)Cl,arsenic trichloride,0.22,,,,,,,,,,,,,,,,,,,,,,,,,
7784-35-2,530.21,8781000.0,0.00013755,0.2739822780627127,[As](F)(F)F,arsenic trifluoride,0.363,,,,,,,,,,,,,,,,,,,,,,,,,
7784-36-3,357.73,4113000.0,0.00019814,0.2739941690466152,[As](F)(F)(F)(F)F,arsenic pentafluoride,0.106,,,,,,,,,,,,,,,,,,,,,,,,,
7784-42-1,373.0,6550000.0,9.78e-05,0.2065556780611793,[AsH3],arsine,0.0105,,,,,,,,,,,,,,,,,,,,,,,,,
7784-45-4,1101.22,9906000.0,0.00027731,0.3000237113855135,[As](I)(I)I,arsenic triiodide,0.357,,,,,,,,,,,,,,,,,,,,,,,,,
7785-26-4,647.0,2780000.0,0.0005053,0.2611293143563968,CC1=CC[C@H]2C[C@@H]1C2(C)C,"α-pinene, (-)",0.341,,,,,,,,,,,,,,,,,,,,,,,,,
7785-70-8,647.0,2780000.0,0.0005053,0.2611293143563968,CC1=CC[C@@H]2C[C@H]1C2(C)C,(+)-a-pinene,0.341,,,,,,,,,,,,,,,,,,,,,,,,,
7786-29-0,640.0,2330000.0,0.000527,0.2307556679383027,CC(C=O)CCCCCC,2-methyloctanal,0.592,,,,,,,,,,,,,,,,,,,,,,,,,
7786-30-3,2754.32,22712000.0,0.0003025,0.3000075454698234,[Cl-].[Mg+2].[Cl-],magnesium chloride,0.602,,,,,,,,,,,,,,,,,,,,,,,,,
7787-46-4,1216.86,10034000.0,0.0003025,0.3000023627827858,[Br-].[Be+2].[Br-],beryllium bromide,0.361,,,,,,,,,,,,,,,,,,,,,,,,,
7787-47-5,1238.03,10209000.0,0.0003025,0.3000151797379183,[Cl-].[Be+2].[Cl-],beryllium chloride,0.366,,,,,,,,,,,,,,,,,,,,,,,,,
7787-53-3,1238.03,10209000.0,0.0003025,0.3000151797379183,[I-].[Be+2].[I-],beryllium iodide,0.366,,,,,,,,,,,,,,,,,,,,,,,,,
7787-58-8,1220.0,9860000.0,0.000301,0.292583206259922,[Bi](Br)(Br)Br,bismuth tribromide,0.288,,,,,,,,,,,,,,,,,,,,,,,,,
7787-60-2,1179.0,12000000.0,0.000261,0.3195021340066309,[Bi](Cl)(Cl)Cl,bismuth trichloride,0.304,,,,,,,,,,,,,,,,,,,,,,,,,
7787-61-3,1971.01,38521000.0,0.00011146,0.2619953472450422,[Bi](F)(F)F,bismuth fluoride,,,,,,,,,,,,,,,,,,,,,,,,,,
7787-62-4,470.0,5716000.0,0.00018731,0.2739814381458957,[Bi](F)(F)(F)(F)F,bismuth pentafluoride,0.504,,,,,,,,,,,,,,,,,,,,,,,,,
7787-64-6,1404.0,11255000.0,0.00027173,0.26198823873752,[Bi](I)(I)I,bismuth triiodide,,,,,,,,,,,,,,,,,,,,,,,,,,
7787-69-1,2562.13,21127000.0,0.0003025,0.3000045659700214,[Br-].[Cs+],cesium bromide,0.581,,,,,,,,,,,,,,,,,,,,,,,,,
7787-70-4,2651.71,21866000.0,0.0003025,0.3000091574484709,[Cu]Br,cuprous bromide,0.591,,,,,,,,,,,,,,,,,,,,,,,,,
7789-17-5,2529.56,20859000.0,0.0003025,0.3000127369129244,[I-].[Cs+],cesium iodide,0.577,,,,,,,,,,,,,,,,,,,,,,,,,
7789-20-0,643.89,21941000.0,5.63e-05,0.2307379059686826,O([2H])[2H],deuterium oxide,0.3677,,,,,,,,,,,,,,,,,,,,,,,,,
7789-21-1,715.0,8417000.0,0.00018,0.2548529150084371,FS(=O)(=O)O,fluorosulfonic acid,,,,,,,,,,,,,,,,,,,,,,,,,,
7789-23-3,2891.12,23840000.0,0.0003025,0.3000069577278436,[F-].[K+],potassium fluoride,0.617,,,,,,,,,,,,,,,,,,,,,,,,,
7789-24-4,3182.65,26244000.0,0.0003025,0.3000076586922042,[F-].[Li+],lithium fluoride,0.645,,,,,,,,,,,,,,,,,,,,,,,,,
7789-25-5,352.67,11278000.0,7.124e-05,0.2740017257522432,N(=O)F,nitrosyl fluoride,0.405,,,,,,,,,,,,,,,,,,,,,,,,,
7789-26-6,337.9,5574000.0,0.00013206,0.2620088014545633,[N+](=O)(O)[O-].[F],fluorine nitrate,,,,,,,,,,,,,,,,,,,,,,,,,,
7789-39-1,2646.82,21826000.0,0.0003025,0.3000135964673335,[Br-].[Rb+],rubidium bromide,0.591,,,,,,,,,,,,,,,,,,,,,,,,,
7789-40-4,1778.75,14668000.0,0.0003025,0.3000179105492219,[Br-].[Tl+],thallous bromide,0.473,,,,,,,,,,,,,,,,,,,,,,,,,
7789-47-1,1012.0,7953000.0,0.0003025,0.2859181096794239,[Hg](Br)Br,mercuric bromide,0.292,,,,,,,,,,,,,,,,,,,,,,,,,
7789-54-0,1032.59,17977000.0,0.00012512,0.2619882743011051,[Te](Br)Br,tellurium dibromide,,,,,,,,,,,,,,,,,,,,,,,,,,
7789-57-3,610.0,4702000.0,0.000305,0.2827603067054489,Br[Si](Br)Br,"silane, tribromo",0.222,,,,,,,,,,,,,,,,,,,,,,,,,
7789-59-5,712.7,5799000.0,0.00026773,0.2620047729097809,P(=O)(Br)(Br)Br,phosphorus (V) oxybromide,,,,,,,,,,,,,,,,,,,,,,,,,,
7789-60-8,711.0,5399000.0,0.0003,0.2739875294834084,P(Br)(Br)Br,phosphorus tribromide,0.264,,,,,,,,,,,,,,,,,,,,,,,,,
7789-61-9,904.0,7362000.0,0.0003,0.293842393083368,[Sb](Br)(Br)Br,antimony tribromide,0.269,,,,,,,,,,,,,,,,,,,,,,,,,
7789-66-4,663.0,4662000.0,0.000382,0.3230635184583863,Br[Si](Br)(Br)Br,tetrabromosilane,,,,,,,,,,,,,,,,,,,,,,,,,,
7789-67-5,744.0,4343000.0,0.000417,0.2927647357868053,[Sn](Br)(Br)(Br)Br,stannic bromide,0.165,,,,,,,,,,,,,,,,,,,,,,,,,
7789-68-6,795.7,5713000.0,0.000391,0.3376427574015404,[Ti](Br)(Br)(Br)Br,titanium (IV) bromide,,,,,,,,,,,,,,,,,,,,,,,,,,
7789-75-5,4570.85,37691000.0,0.0003025,0.3000073429470239,[F-].[Ca+2].[F-],calcium fluoride,0.752,,,,,,,,,,,,,,,,,,,,,,,,,
7789-89-1,585.43,3916000.0,0.0003395,0.2731324515773252,ClC(CC)(Cl)Cl,"1,1,1-trichloropropane",0.256,,,,,,,,,,,,,,,,,,,,,,,,,
7789-99-3,618.0,2540000.0,0.000494,0.2441956961382053,C(C)(=O)OCC(CCC)C,2-methylpentyl acetate,0.54,,,,,,,,,,,,,,,,,,,,,,,,,
7790-29-6,2568.65,21181000.0,0.0003025,0.3000079214873158,[I-].[Rb+],rubidium iodide,0.582,,,,,,,,,,,,,,,,,,,,,,,,,
7790-30-9,1785.26,14721000.0,0.0003025,0.3000039909714276,[I-].[Tl+],thallium iodide,0.474,,,,,,,,,,,,,,,,,,,,,,,,,
7790-44-5,1102.0,9054000.0,0.0003025,0.2989166384060295,[Sb](I)(I)I,antimony triiodide,0.33,,,,,,,,,,,,,,,,,,,,,,,,,
7790-47-8,968.0,8342000.0,0.000531,0.550370521117737,[Sn](I)(I)(I)I,stannic iodide,0.306,,,,,,,,,,,,,,,,,,,,,,,,,
7790-79-6,3296.66,27184000.0,0.0003025,0.3000063152078598,[F-].[Cd+2].[F-],cadmium fluoride,0.656,,,,,,,,,,,,,,,,,,,,,,,,,
7790-80-9,1741.29,14359000.0,0.0003025,0.3000159081386198,[I-].[Cd+2].[I-],cadmium iodide,0.467,,,,,,,,,,,,,,,,,,,,,,,,,
7790-89-8,282.32,7901000.0,8.139e-05,0.2739537690730517,ClF,chlorine monofluoride,0.276,,,,,,,,,,,,,,,,,,,,,,,,,
7790-94-5,700.0,8500000.0,0.000195,0.2847877549761691,ClS(=O)(=O)O,chlorosulfonic acid,0.301,,,,,,,,,,,,,,,,,,,,,,,,,
7791-07-3,3400.0,35500000.0,0.000266,0.3340387790201358,O.Cl(=O)(=O)(=O)[O-].[Na+],sodium perchlorate monohydrate,0.134,,,,,,,,,,,,,,,,,,,,,,,,,
7791-09-5,599.24,,,,O(OOCl)Cl.[Re+7],rhenium (VII) trioxychloride,,,,,,,,,,,,,,,,,,,,,,,,,,
7791-11-9,2694.06,22215000.0,0.0003025,0.3000062122226056,[Cl-].[Rb+],rubidium chloride,0.596,,,,,,,,,,,,,,,,,,,,,,,,,
7791-23-3,730.0,7090000.0,0.000235,0.2745092936362164,O(Cl)Cl.[Se],selenium oxychloride,0.34,,,,,,,,,,,,,,,,,,,,,,,,,
7791-25-5,545.0,4610000.0,0.000234,0.2380598170253033,S(=O)(=O)(Cl)Cl,sulfuryl chloride,0.1764,,,,,,,,,,,,,,,,,,,,,,,,,
7791-27-7,586.25,3494000.0,0.00036545,0.2619593029140684,Cl[S](=O)(=O)O[S](Cl)(=O)=O,pyrosulfuryl chloride,,,,,,,,,,,,,,,,,,,,,,,,,,
7795-80-4,670.5,3991000.0,0.0003925,0.2809884195717993,CC(C)(C(CC)O)O,"2-methyl-2,3-pentanediol",1.105,,,,,,,,,,,,,,,,,,,,,,,,,
7795-91-7,600.0,3240000.0,0.0004073,0.2645294231280725,C(C)(CC)OCCO,ethylene glycol mono-sec-butyl ether,0.817,,,,,,,,,,,,,,,,,,,,,,,,,
7796-36-3,582.79,4590000.0,0.0002715,0.2571794381662683,I\C=C/C,cis-1-iodo-1-propene,0.198,,,,,,,,,,,,,,,,,,,,,,,,,
7796-54-5,582.79,4590000.0,0.0002715,0.2571794381662683,I\C=C\C,trans-1-iodo-1-propene,0.198,,,,,,,,,,,,,,,,,,,,,,,,,
7803-49-8,574.0,13700000.0,7.464e-05,0.2142624765702618,NO,hydroxylamine,0.694,,,,,,,,,,,,,,,,,,,,,,,,,
7803-51-2,324.75,6540000.0,0.00015595,0.3777285248612528,P,phosphine,0.0452,,,,,,,,,,,,,,,,,,,,,,,,,
7803-52-3,440.35,7306000.0,0.0001572,0.3136895302330123,[SbH3],stibine,0.097,,,,,,,,,,,,,,,,,,,,,,,,,
7803-57-8,595.6,9779000.0,0.00013267,0.2619861309037391,O.NN,hydrazine hydrate,,,,,,,,,,,,,,,,,,,,,,,,,,
7803-62-5,269.7,4840000.0,0.0001327,0.2864185573918486,[SiH4],silane,0.0938,,,,,,,,,,,,,,,,,,,,,,,,,
10020-43-6,672.0,2340000.0,0.0006245,0.2615440485038495,C(CCCCCCC)OCCO,2-(octyloxy)ethanol,,,,,,,,,,,,,,,,,,,,,,,,,,
10022-50-1,349.5,6116000.0,0.00010982,0.2311359775345491,[N+](=O)([O-])F,nitryl fluoride,,,,,,,,,,,,,,,,,,,,,,,,,,
10024-78-9,664.56,1966000.0,0.0006779,0.2412019224215875,C(C)C(CCC(C)N)CCCC,4-ethyl-1-methyloctylamine,0.606,,,,,,,,,,,,,,,,,,,,,,,,,
10024-97-2,309.57,7245000.0,9.74e-05,0.274160128166538,N#[N+][O-],nitrous oxide,0.1408,,,,,,,,,,,,,,,,,,,,,,,,,
10025-67-9,659.37,6275000.0,0.00023938,0.2739922154436078,[S]Cl,sulfur monochloride,0.272,,,,,,,,,,,,,,,,,,,,,,,,,
10025-71-5,1021.54,17703000.0,0.00012569,0.2619739049876501,[Te](Cl)Cl,tellurium dichloride,,,,,,,,,,,,,,,,,,,,,,,,,,
10025-78-2,479.0,4170000.0,0.000268,0.2806087121117931,Cl[Si](Cl)Cl,"silane, trichloro",0.203,,,,,,,,,,,,,,,,,,,,,,,,,
10025-85-1,564.0,10400000.0,0.0002069,0.4588603593736457,N(Cl)(Cl)Cl,nitrogen trichloride,0.199,,,,,,,,,,,,,,,,,,,,,,,,,
10025-87-3,602.15,3440000.0,0.000201,0.138106978611214,P(=O)(Cl)(Cl)Cl,phosphorus oxychloride,0.0832,,,,,,,,,,,,,,,,,,,,,,,,,
10025-91-9,794.0,4820000.0,0.000272,0.1985917737471228,[Sb](Cl)(Cl)Cl,antimony trichloride,0.171,,,,,,,,,,,,,,,,,,,,,,,,,
10026-01-4,1357.65,,,,[Os](Cl)(Cl)(Cl)Cl,osmium (IV) chloride,,,,,,,,,,,,,,,,,,,,,,,,,,
10026-03-6,743.95,6105000.0,0.00027761,0.2739951284242559,[Se](Cl)(Cl)(Cl)Cl,selenium tetrachloride,0.269,,,,,,,,,,,,,,,,,,,,,,,,,
10026-04-7,507.0,3590000.0,0.000326,0.2776322445773254,[Si](Cl)(Cl)(Cl)Cl,silicon tetrachloride,0.2318,,,,,,,,,,,,,,,,,,,,,,,,,
10026-07-0,1002.0,8560000.0,0.00031,0.3185176859694389,[Te](Cl)(Cl)(Cl)Cl,tellurium tetrachloride,0.326,,,,,,,,,,,,,,,,,,,,,,,,,
10026-10-5,1661.19,10365000.0,0.00034911,0.2619860109751645,[Cl-].[U+4].[Cl-].[Cl-].[Cl-],uranium (IV) chloride,,,,,,,,,,,,,,,,,,,,,,,,,,
10026-11-6,778.0,5770000.0,0.000319,0.2845461502086026,[Cl-].[Zr+4].[Cl-].[Cl-].[Cl-],zirconium chloride,0.298,,,,,,,,,,,,,,,,,,,,,,,,,
10026-12-7,803.5,4880000.0,0.000397,0.2899948348046991,[Cl-].[Nb+5].[Cl-].[Cl-].[Cl-].[Cl-],niobium (V) chloride,,,,,,,,,,,,,,,,,,,,,,,,,,
10026-13-8,646.15,5815000.0,0.00027716,0.2999941169170904,P(Cl)(Cl)(Cl)(Cl)Cl,phosphorus pentachloride,0.531,,,,,,,,,,,,,,,,,,,,,,,,,
10028-15-6,261.0,5570000.0,8.9e-05,0.2284391362656344,O=[O+][O-],ozone,0.2119,,,,,,,,,,,,,,,,,,,,,,,,,
10028-17-8,44.91,2380000.0,4.111e-05,0.2620276933337651,[3H][3H],tritium,,,,,,,,,,,,,,,,,,,,,,,,,,
10028-18-9,3278.75,27037000.0,0.0003025,0.3000139102234939,[Ni](F)F,nickel fluoride,0.654,,,,,,,,,,,,,,,,,,,,,,,,,
10031-22-8,1933.47,15943000.0,0.0003025,0.3000017596988678,[Pb](Br)Br,lead bromide,0.498,,,,,,,,,,,,,,,,,,,,,,,,,
10031-24-0,1466.09,13911000.0,0.00022958,0.2619977644365854,[Sn](Br)Br,tin (II) bromide,,,,,,,,,,,,,,,,,,,,,,,,,,
10031-87-5,618.0,2540000.0,0.000494,0.2441956961382053,C(C)(=O)OCC(CC)CC,2-ethylbutyl acetate,0.54,,,,,,,,,,,,,,,,,,,,,,,,,
10032-13-0,652.0,2047000.0,0.0006587,0.2487274545181281,C(CC(C)C)(=O)OCCCCCC,hexyl isopentanoate,0.639,,,,,,,,,,,,,,,,,,,,,,,,,
10032-15-2,652.0,2047000.0,0.0006587,0.2487274545181281,C(C(=O)OCCCCCC)CCC,hexyl sec-pentanoate,0.639,,,,,,,,,,,,,,,,,,,,,,,,,
10034-85-2,423.85,8310000.0,0.0001219,0.2874473815320891,I,hydrogen iodide,0.0381,,,,,,,,,,,,,,,,,,,,,,,,,
10035-10-6,363.15,8552000.0,0.00010026,0.2839717637874815,Br,hydrogen bromide,0.0693,,,,,,,,,,,,,,,,,,,,,,,,,
10036-47-2,309.35,3710000.0,0.000213,0.3072339522399011,FN(N(F)F)F,tetrafluorohydrazine,0.2233,,,,,,,,,,,,,,,,,,,,,,,,,
10038-98-9,553.2,3861000.0,0.00033,0.2770112359555106,[Ge](Cl)Cl,germanium chloride,0.123,,,,,,,,,,,,,,,,,,,,,,,,,
10042-59-8,643.4,2316000.0,0.0006085,0.2634413213378042,C(CC)C(CO)CCCCC,2-propyl-1-heptanol,0.883,,,,,,,,,,,,,,,,,,,,,,,,,
10043-35-3,289.8,4053000.0,0.00017311,0.2911831191752997,B(O)(O)O,boric acid,0.1254,,,,,,,,,,,,,,,,,,,,,,,,,
10043-52-4,3620.0,,,,[Cl-].[Ca+2].[Cl-],calcium chloride,,,,,,,,,,,,,,,,,,,,,,,,,,
10043-92-2,377.0,6280000.0,0.00014,0.2804866168529568,[Rn],radon,,,,,,,,,,,,,,,,,,,,,,,,,,
10049-06-6,2906.02,33586000.0,0.00018847,0.2619797541428338,[Cl-].[Ti+2].[Cl-],titanium (II) chloride,,,,,,,,,,,,,,,,,,,,,,,,,,
10049-14-6,2686.76,29277000.0,0.0001999,0.2619849284429273,[F-].[U+4].[F-].[F-].[F-],uranium (IV) fluoride,,,,,,,,,,,,,,,,,,,,,,,,,,
10049-17-9,472.97,,,,[Re](F)(F)(F)(F)(F)F,rhenium (VI) fluoride,,,,,,,,,,,,,,,,,,,,,,,,,,
10061-01-5,577.0,4380000.0,0.000277,0.252897118681348,Cl\C=C/CCl,"cis-1,3-dichloropropene",0.206,,,,,,,,,,,,,,,,,,,,,,,,,
10061-02-6,577.0,4380000.0,0.000277,0.252897118681348,Cl\C=C\CCl,"trans-1,3-dichloropropene",0.206,,,,,,,,,,,,,,,,,,,,,,,,,
10071-60-0,561.69,3541000.0,0.0003432,0.2602209924328361,ClCC=CCC,1-chloro-2-pentene,0.275,,,,,,,,,,,,,,,,,,,,,,,,,
10075-38-4,640.0,3798000.0,0.000332,0.2369620973096168,C\C(Cl)=C\CCl,"cis-1,3-dichloro-2-butene",0.302,,,,,,,,,,,,,,,,,,,,,,,,,
10076-31-0,574.03,2976000.0,0.0004545,0.2833988210580472,CN(CC(C)(C)C)C,"dimethyl-2,2-dimethylpropylamine",0.344,,,,,,,,,,,,,,,,,,,,,,,,,
10086-50-7,690.0,2100000.0,0.0007118,0.2605517548851682,C(C(C)C)C(CC(C)C)OCCO,2-(isobutyl-3-methylbutoxy)ethanol,,,,,,,,,,,,,,,,,,,,,,,,,,
10086-64-3,494.45,3322000.0,0.0003275,0.264639316473878,FCC(CC)C,1-fluoro-2-methylbutane,0.298,,,,,,,,,,,,,,,,,,,,,,,,,
